P(Xi|Zj) from Matt,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,SUM,,1,2,3,4,5,6,7
24623.92006,192992.8908,785.7323375,2.506831688,118.0794983,1858.267362,81.22654145,2.20E+05,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
6.02E+11,69268540434,76048246691,2419113187,76048246619,6.02E+11,69268540557,1.50E+12,,0.40,0.05,0.05,0.00,0.05,0.40,0.05
33109228.65,192997.1683,2112615.882,6740.1737,211886.8991,1676803.06,218395.5949,3.75E+07,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
349806948.9,2039061.415,22320293.95,71211.5532,2238635.955,17715826.86,2307401.889,3.96E+08,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
465540514,2713684.674,29704959.12,94771.88317,2979288.27,23577105.1,3070805.382,5.28E+08,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
922698548.6,100523171.8,58510669.68,18339374402,100523175.3,100523171.5,58510669.68,1.97E+10,,0.05,0.01,0.00,0.93,0.01,0.01,0.00
2.64E+11,28760986171,16740663821,5.25E+12,28760986202,28760986143,16740663821,5.63E+12,,0.05,0.01,0.00,0.93,0.01,0.01,0.00
10022852.78,58424.26437,639532.8079,2040.390906,64142.57575,507603.1967,66112.89326,1.14E+07,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
5314973286,30981537.05,339134961.3,1081989.663,34013876.32,269174602.7,35058707.2,6.02E+09,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
6324594981,6324594966,1.15E+12,3681303471,58053230073,6324594973,1.19E+11,1.35E+12,,0.00,0.00,0.85,0.00,0.04,0.00,0.09
71.43268949,1124.166662,1.516518381,499.090873,8196.365886,5954.073936,1.516518381,1.58E+04,,0.00,0.07,0.00,0.03,0.52,0.38,0.00
105103.188,823758.6881,3353.770374,10.70000235,504.0030866,7931.711261,346.702249,9.41E+05,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
2.17E+11,24959547678,27402480696,871679562.2,27402480654,2.17E+11,24959547750,5.39E+11,,0.40,0.05,0.05,0.00,0.05,0.40,0.05
3069.409036,24056.85697,97.94272932,0.312480378,14.71878885,231.6358498,10.12501177,2.75E+04,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
