,,,,,,,,"* this is necessary because often, the values of some cells are extremely similar",,,,,,,,,,,,,,,,,,,,,,,,
P(Xi|Zj) from Matt,,,,,,,,"Rounded to 3 significant figures, in scientific notation",,,,,,,,,cells containing max value of each row are marked with 1,,,,,,,,,normalises each row to sum to 1,,,,,,
4.57357E+11,52640984431,57793257217,1838417541,57793257167,4.57357E+11,52640984517,,4.57E+11,52600000000,57800000000,1840000000,57800000000,4.57E+11,52600000000,4.57E+11,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
1922117990,11204227.48,122645472.5,391292.9916,12300848.95,97344863.01,12678703.77,,1920000000,11200000,123000000,391000,12300000,97300000,12700000,1920000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
13004896.7,102916464.7,413688.9212,129665172.5,2032131766,11845509.32,413688.9212,,13000000,103000000,414000,130000000,2030000000,11800000,414000,2030000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
41.03953075,644.4479323,0.87219755,0.002774754,0.176659314,4.262946484,0.87219755,,41,644,0.872,0.00277,0.177,4.26,0.872,644,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
1.8031E+12,1.8031E+12,3.26339E+12,3.26339E+12,1.8031E+12,1.8031E+12,3.26339E+12,,1.8E+12,1.8E+12,3.26E+12,3.26E+12,1.8E+12,1.8E+12,3.26E+12,3.26E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
53252526123,5801583460,3376878582,1.05844E+12,5801583467,5801583447,3376878582,,53300000000,5800000000,3380000000,1.06E+12,5800000000,5800000000,3380000000,1.06E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1186232644,6914674.571,75690495.56,241485.9662,7591453.104,60076256.95,7824645.715,,1190000000,6910000,75700000,241000,7590000,60100000,7820000,1190000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
140182489.8,140182486.7,25574791499,81594831.97,1286729983,140182486.8,2643841624,,140000000,140000000,25600000000,81600000,1290000000,140000000,2640000000,25600000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
69707975880,8023268961,8808551958,280202175.8,8808551944,69707975880,8023268985,,69700000000,8020000000,8810000000,280000000,8810000000,69700000000,8020000000,69700000000,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
3.9849E+12,3.9849E+12,7.21219E+12,7.21219E+12,3.9849E+12,3.9849E+12,7.21219E+12,,3.98E+12,3.98E+12,7.21E+12,7.21E+12,3.98E+12,3.98E+12,7.21E+12,7.21E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
64154586.55,373963.8193,4093541.408,13060.19726,410565.7838,3249082.248,423177.4545,,64200000,374000,4090000,13100,411000,3250000,423000,64200000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
7965530965,7965530946,1.45323E+12,4636429190,73115322505,7965530954,1.5023E+11,,7970000000,7970000000,1.45E+12,4640000000,73100000000,7970000000,1.5E+11,1.45E+12,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
494481588.7,2882385.072,31551615.68,100663.529,3164500.496,25042813.58,3261706.936,,494000000,2880000,31600000,101000,3160000,25000000,3260000,494000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1216.694591,3320.030819,67.83642556,0.196248097,12.49446218,301.5024931,17135.36625,,1220,3320,67.8,0.196,12.5,302,17100,17100,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
22157130.29,22157130.13,4042330889,12896813.19,203379501.1,22157130.19,417883471.9,,22200000,22200000,4040000000,12900000,203000000,22200000,418000000,4040000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
83455.6537,689166.1721,2617.325181,2617.325177,83455.65357,689166.1711,2617.325175,,83500,689000,2620,2620,83500,689000,2620,689000,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
3800729451,22154850.83,242514903.8,773729.1907,24323272.11,192486356,25070429.1,,3800000000,22200000,243000000,774000,24300000,192000000,25100000,3800000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
35568184.78,188384522.3,2260101.804,47982.03667,2260101.802,35568184.78,188384522.7,,35600000,188000000,2260000,48000,2260000,35600000,188000000,188000000,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
593929600.4,3462077.987,37897141,120908.5454,3800931.235,30079316.62,3917687.417,,594000000,3460000,37900000,121000,3800000,30100000,3920000,594000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
339957426.5,39128518.93,449723427,1366512.354,42958249.75,339957425.1,737963866.9,,340000000,39100000,450000000,1370000,43000000,340000000,738000000,738000000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
2864285938,16696223.32,182762819,583093.7639,18330377.67,145060565.3,18893446.24,,2860000000,16700000,183000000,583000,18300000,145000000,18900000,2860000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
21356.97653,515362.8525,335.4498932,21356.97655,515362.8525,5674979.78,335.4498932,,21400,515000,335,21400,515000,5670000,335,5670000,,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,0
2165579753,12623391.66,138180149.9,440855.444,13858914.79,109674882.3,14284629.93,,2170000000,12600000,138000000,441000,13900000,110000000,14300000,2170000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
240605.35,174782.5869,14650.87526,44.51758756,2096.915572,33000.05357,24041.03483,,241000,175000,14700,44.5,2100,33000,24000,241000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
72.13712715,611.3110719,2.242018288,0.006793995,0.432551003,10.4378407,35.59298393,,72.1,611,2.24,0.00679,0.433,10.4,35.6,611,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
15.41885157,242.123797,0.327690993,0.001042495,0.066372195,1.601620137,0.327690993,,15.4,242,0.328,0.00104,0.0664,1.6,0.328,242,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
4003111240,23334555.53,255428372.3,814928.8342,25618441.2,202735897.2,26405382.92,,4000000000,23300000,255000000,815000,25600000,203000000,26400000,4000000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
595498657.7,3471224.17,37997258.57,121227.9644,3810972.624,30158780.86,3928037.255,,595000000,3470000,38000000,121000,3810000,30200000,3930000,595000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
95236678.34,555144.595,6076810.83,19387.69887,609479.7519,4823221.809,628201.6186,,95200000,555000,6080000,19400,609000,4820000,628000,95200000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
9910456597,1079692279,628447344.3,1.96978E+11,1079692285,1079692278,628447344.3,,9910000000,1080000000,628000000,1.97E+11,1080000000,1080000000,628000000,1.97E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
161384974.4,854764770.7,10254852.02,217710.8505,10254852.02,161384974.4,854764772.4,,161000000,855000000,10300000,218000,10300000,161000000,855000000,855000000,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
0.008435954,0.132470648,0.000179286,5.7037E-07,3.63135E-05,0.000876278,0.000179286,,0.00844,0.132,0.000179,0.00000057,0.0000363,0.000876,0.000179,0.132,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
234.8149351,3687.322849,4.990432576,0.015876244,1.010787514,24.39120236,4.990432576,,235,3690,4.99,0.0159,1.01,24.4,4.99,3690,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
1.19836E+12,1.19836E+12,2.16889E+12,2.16889E+12,1.19836E+12,1.19836E+12,2.16889E+12,,1.2E+12,1.2E+12,2.17E+12,2.17E+12,1.2E+12,1.2E+12,2.17E+12,2.17E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
29229203.21,170380.0929,1865041.302,5950.301919,187056.1618,1480300.792,192802.1124,,29200000,170000,1870000,5950,187000,1480000,193000,29200000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
35965271481,3918227718,2280649648,7.14839E+11,3918227723,3918227714,2280649648,,36000000000,3920000000,2280000000,7.15E+11,3920000000,3920000000,2280000000,7.15E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
23478281056,136857364.2,1498089550,4779564.459,150252372.9,1189047740,154867792.7,,23500000000,137000000,1500000000,4780000,150000000,1190000000,155000000,23500000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1.64067E+12,1.64067E+12,2.96941E+12,2.96941E+12,1.64067E+12,1.64067E+12,2.96941E+12,,1.64E+12,1.64E+12,2.97E+12,2.97E+12,1.64E+12,1.64E+12,2.97E+12,2.97E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
840362782.2,96724320.45,1111700470,3377970.402,106191280.2,840362779.6,1824220683,,840000000,96700000,1110000000,3380000,106000000,840000000,1820000000,1820000000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
4027243625,23475225.76,256968198.6,819841.5571,25772879.6,203958071.8,26564565.33,,4030000000,23500000,257000000,820000,25800000,204000000,26600000,4030000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2135.941247,33614.21723,45.34610393,14213.12025,445422.3406,3491050.366,45.34610393,,2140,33600,45.3,14200,445000,3490000,45.3,3490000,,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,0
53180598122,5793747274,3372317444,1.05701E+12,5793747281,5793747268,3372317444,,53200000000,5790000000,3370000000,1.06E+12,5790000000,5790000000,3370000000,1.06E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
90555243858,10422753883,11442888135,364001049.2,11442888123,90555243858,10422753903,,90600000000,10400000000,11400000000,364000000,11400000000,90600000000,10400000000,90600000000,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
185477671.8,185477671.8,335692452.9,335692453.1,185477671.8,185477671.8,335692452.5,,185000000,185000000,336000000,336000000,185000000,185000000,336000000,336000000,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
480370999,480370997.8,87638539798,279605481.6,4409308138,480370998.4,9059797004,,480000000,480000000,87600000000,280000000,4410000000,480000000,9060000000,87600000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
361483.5251,2833169.955,11534.69043,36.80073495,1733.428032,27279.69531,1192.420072,,361000,2830000,11500,36.8,1730,27300,1190,2830000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
6241443430,679972533.4,395785856,1.24054E+11,679972534.1,679972529.7,395785856,,6240000000,680000000,396000000,1.24E+11,680000000,680000000,396000000,1.24E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1242308718,705341112.7,76594994.76,76594994.76,1242308718,705341112.7,76594994.66,,1240000000,705000000,76600000,76600000,1240000000,705000000,76600000,1240000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
14540939757,1.15072E+11,462550823.8,14540939777,1.15072E+11,13244614007,462550823.8,,14500000000,1.15E+11,463000000,14500000000,1.15E+11,13200000000,463000000,1.15E+11,,0,1,0,0,1,0,0,2,,0,0.5,0,0,0.5,0,0
194.0817226,3047.685063,4.124745091,0.013122201,0.835446782,20.16007443,4.124745091,,194,3050,4.12,0.0131,0.835,20.2,4.12,3050,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
5.17368E+11,5.17368E+11,9.36375E+11,9.36375E+11,5.17368E+11,5.17368E+11,9.36375E+11,,5.17E+11,5.17E+11,9.36E+11,9.36E+11,5.17E+11,5.17E+11,9.36E+11,9.36E+11,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
2.02485E+11,22059647562,12840072382,2.02485E+11,22059647562,22059647538,12840072382,,2.02E+11,22100000000,12800000000,2.02E+11,22100000000,22100000000,12800000000,2.02E+11,,1,0,0,1,0,0,0,2,,0.5,0,0,0.5,0,0,0
82436283.65,480529.7488,5260050.119,16781.87302,527561.9285,4174951.163,543767.4614,,82400000,481000,5260000,16800,528000,4170000,544000,82400000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
4.7055E+11,4.7055E+11,8.51639E+11,8.51639E+11,4.7055E+11,4.7055E+11,8.51639E+11,,4.71E+11,4.71E+11,8.52E+11,8.52E+11,4.71E+11,4.71E+11,8.52E+11,8.52E+11,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
2000449072,11660827.57,127643580.1,407239.1528,12802139.1,101311907.9,13195392.43,,2000000000,11700000,128000000,407000,12800000,101000000,13200000,2000000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1028036.194,8057355.467,32803.92723,104.6589536,4929.759262,77581.7214,3391.166976,,1030000,8060000,32800,105,4930,77600,3390,8060000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
1836555.936,1334126.6,111831.0625,339.8055766,16005.8899,251891.5072,183506.7479,,1840000,1330000,112000,340,16000,252000,184000,1840000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
90113.40948,713127.8121,2866.529433,898474.7093,14081028.57,82079.79319,2866.529433,,90100,713000,2870,898000,14100000,82100,2870,14100000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
2418705680,263505303.1,153376299.7,48073717453,263505305.6,263505301.8,153376299.7,,2420000000,264000000,153000000,48100000000,264000000,264000000,153000000,48100000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
10763.0832,88880.17189,337.5503927,337.5503924,10763.08319,88880.17182,337.550392,,10800,88900,338,338,10800,88900,338,88900,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
63099706.97,63099706.43,11511865023,36727911.9,579189935.5,63099706.49,1190060451,,63100000,63100000,11500000000,36700000,579000000,63100000,1190000000,11500000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
24530.6172,194127.2167,780.3248884,244582.2351,3833128.972,22343.71153,780.3248884,,24500,194000,780,245000,3830000,22300,780,3830000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
1059649960,115443306.2,67195108.2,21061393825,115443306.5,115443306.1,67195108.2,,1060000000,115000000,67200000,21100000000,115000000,115000000,67200000,21100000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1.27321E+12,1.38709E+11,80737362747,1.27321E+12,1.38709E+11,1.38709E+11,80737362747,,1.27E+12,1.39E+11,80700000000,1.27E+12,1.39E+11,1.39E+11,80700000000,1.27E+12,,1,0,0,1,0,0,0,2,,0.5,0,0,0.5,0,0,0
407010.5543,3189993.44,12987.42659,41.43560215,1951.744561,30715.43553,1342.599375,,407000,3190000,13000,41.4,1950,30700,1340,3190000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
20878275.83,121701.6613,1332189.813,4250.271344,133613.2948,1057371.562,137717.5989,,20900000,122000,1330000,4250,134000,1060000,138000,20900000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
4230329101,24659032.28,269926567.6,861184.4526,27072552.03,214243250.9,27904160.81,,4230000000,24700000,270000000,861000,27100000,214000000,27900000,4230000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
11727.89642,91918.77769,374.2291012,1.193955402,56.2389791,885.05677,38.6866314,,11700,91900,374,1.19,56.2,885,38.7,91900,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
4.79429E+11,4.79429E+11,8.6771E+11,8.6771E+11,4.79429E+11,4.79429E+11,8.6771E+11,,4.79E+11,4.79E+11,8.68E+11,8.68E+11,4.79E+11,4.79E+11,8.68E+11,8.68E+11,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
4502543.301,26245.79765,287295.8651,916.6001509,28814.62293,228029.4256,29699.74424,,4500000,26200,287000,917,28800,228000,29700,4500000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1.72127E+11,1.72127E+11,3.11529E+11,3.11529E+11,1.72127E+11,1.72127E+11,3.11529E+11,,1.72E+11,1.72E+11,3.12E+11,3.12E+11,1.72E+11,1.72E+11,3.12E+11,3.12E+11,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
3194327617,18620070.91,203821941.2,650281.6246,20442523.16,161775388.3,21070472.16,,3190000000,18600000,204000000,650000,20400000,162000000,21100000,3190000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
5941019806,647242952.5,376735227.4,1.18083E+11,647242953.5,647242951.4,376735227.4,,5940000000,647000000,377000000,1.18E+11,647000000,647000000,377000000,1.18E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1.50994E+11,16450024266,9574926410,3.00113E+12,16450024285,16450024250,9574926410,,1.51E+11,16500000000,9570000000,3E+12,16500000000,16500000000,9570000000,3E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
39288002288,4280221816,2491352488,7.80881E+11,4280221821,4280221810,2491352488,,39300000000,4280000000,2490000000,7.81E+11,4280000000,4280000000,2490000000,7.81E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
47212.62776,373625.17,1501.845151,470732.9596,7377396.585,43003.61943,1501.845151,,47200,374000,1500,471000,7380000,43000,1500,7380000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
38845191.6,226432.6997,2478613.126,7907.865862,248594.9547,1967298.509,256231.2406,,38800000,226000,2480000,7910,249000,1970000,256000,38800000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
456310533.3,2659882,29116017.47,92892.89972,2920219.766,23109656.43,3009922.444,,456000000,2660000,29100000,92900,2920000,23100000,3010000,456000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
576958731.5,3363153.017,36814272.91,117453.72,3692323.91,29219834.06,3805743.914,,577000000,3360000,36800000,117000,3690000,29200000,3810000,577000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
346363121.4,2018986.989,22100552.05,70510.47994,2216596.724,17541415.66,2284685.661,,346000000,2020000,22100000,70500,2220000,17500000,2280000,346000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
75268161123,8663236775,9511157090,302552215.1,9511157060,75268161123,8663236827,,75300000000,8660000000,9510000000,303000000,9510000000,75300000000,8660000000,75300000000,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
104317574.7,608078.091,6656239.789,21236.33205,667594.1521,5283120.012,688101.1646,,104000000,608000,6660000,21200,668000,5280000,688000,104000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
5360865798,5360865793,49207194899,3120353791,49207194666,5360865798,5360865817,,5360000000,5360000000,49200000000,3120000000,49200000000,5360000000,5360000000,49200000000,,0,0,1,0,1,0,0,2,,0,0,0.5,0,0.5,0,0
2129970539,16855884593,67754879.96,2129970543,16855884593,1940083531,67754879.96,,2130000000,16900000000,67800000,2130000000,16900000000,1940000000,67800000,16900000000,,0,1,0,0,1,0,0,2,,0,0.5,0,0,0.5,0,0
31236699948,3403074659,1980798860,6.20854E+11,3403074664,3403074645,1980798860,,31200000000,3400000000,1980000000,6.21E+11,3400000000,3400000000,1980000000,6.21E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
17341353633,17341353590,3.16374E+12,10093734936,1.59176E+11,17341353613,3.27058E+11,,17300000000,17300000000,3.16E+12,10100000000,1.59E+11,17300000000,3.27E+11,3.16E+12,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
7841818.642,45710.78381,500366.5528,1596.389343,50184.75824,397145.6307,51726.32276,,7840000,45700,500000,1600,50200,397000,51700,7840000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
26.58508807,225.2897964,0.826263202,0.002503828,0.159410375,3.846714239,13.11727608,,26.6,225,0.826,0.0025,0.159,3.85,13.1,225,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
950009979.9,5537707.877,60617726.65,193397.2051,6079714.841,48112858.75,6266470.202,,950000000,5540000,60600000,193000,6080000,48100000,6270000,950000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2.930010826,46.0102585,0.062270407,0.000198103,0.012612564,0.304352393,0.062270407,,2.93,46,0.0623,0.000198,0.0126,0.304,0.0623,46,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
5987549.691,31712658.22,2784808.008,8077.298022,380465.6301,5987549.686,629858764.6,,5990000,31700000,2780000,8080,380000,5990000,630000000,630000000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
41847463.37,243933.2556,2670180.47,8519.04993,267808.3909,2119347.308,276034.871,,41800000,244000,2670000,8520,268000,2120000,276000,41800000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
60171840743,6555406494,3815649980,1.19596E+12,6555406502,6555406488,3815649980,,60200000000,6560000000,3820000000,1.2E+12,6560000000,6560000000,3820000000,1.2E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
4085628259,23815555.92,260693574,831727.1427,26146519.81,206914937.2,26949682.94,,4090000000,23800000,261000000,832000,26100000,207000000,26900000,4090000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
123192.3227,1017306.53,3863.541343,3863.541343,123192.3227,1017306.53,3863.541339,,123000,1020000,3860,3860,123000,1020000,3860,1020000,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
2943893.367,24310296.94,92325.99469,92325.99467,2943893.366,24310296.94,92325.99457,,2940000,24300000,92300,92300,2940000,24300000,92300,24300000,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
9776.538989,153857.5585,207.5562489,71559.11575,153857.5588,814896.3138,207.5562489,,9780,154000,208,71600,154000,815000,208,815000,,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,0
4014597810,2279353630,247521484.6,247521485.1,4014597817,2279353630,247521484.2,,4010000000,2280000000,248000000,248000000,4010000000,2280000000,248000000,4010000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
1418096.041,11222344.52,45109.97935,14139110.21,221590227,1291672.692,45109.97935,,1420000,11200000,45100,14100000,222000000,1290000,45100,222000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
731900.634,5736357.931,23354.44538,74.51095103,3509.695428,55233.57194,2414.309218,,732000,5740000,23400,74.5,3510,55200,2410,5740000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
1293133568,734197753.6,79728619.35,79728619.43,1293133570,734197753.6,79728619.25,,1290000000,734000000,79700000,79700000,1290000000,734000000,79700000,1290000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
10879.43118,85268.83083,347.1551594,1.107577622,52.17031944,821.0265397,35.88781016,,10900,85300,347,1.11,52.2,821,35.9,85300,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
385658.8692,280153.5992,23483.43454,71.35586336,3361.081075,52894.76457,38534.63067,,386000,280000,23500,71.4,3360,52900,38500,386000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
4054.59193,31778.34462,129.3792372,0.412776662,19.44305292,305.9836058,13.37481923,,4050,31800,129,0.413,19.4,306,13.4,31800,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
117360.8849,919829.8394,3744.905043,11.94789394,562.7826264,8856.749916,387.1365224,,117000,920000,3740,11.9,563,8860,387,920000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
4832701804,28170325.97,308362441.6,983811.793,30927516.02,244750164.9,31877540.75,,4830000000,28200000,308000000,984000,30900000,245000000,31900000,4830000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
30.02352083,471.4624063,0.638078478,0.002029942,0.12923965,3.118667776,0.638078478,,30,471,0.638,0.00203,0.129,3.12,0.638,471,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
917972464.5,5350957.832,58573494.07,186875.2042,5874686.512,46490332.15,6055143.859,,918000000,5350000,58600000,187000,5870000,46500000,6060000,918000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
17635636490,102799975.9,1125285223,3590154.713,112861594.2,893149446.1,116328452.2,,17600000000,103000000,1130000000,3590000,113000000,893000000,116000000,17600000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
30326747.31,176777.7926,1935072.807,6173.733216,194080.0408,1535885.454,200041.7494,,30300000,177000,1940000,6170,194000,1540000,200000,30300000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
843867890,479119809.7,52028980.94,52028980.93,843867889.9,479119809.7,52028980.88,,844000000,479000000,52000000,52000000,844000000,479000000,52000000,844000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
1.05286E+13,1.05286E+13,1.05286E+13,1.02138E+14,1.05286E+13,1.05286E+13,1.05286E+13,,1.05E+13,1.05E+13,1.05E+13,1.02E+14,1.05E+13,1.05E+13,1.05E+13,1.02E+14,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
776574794.1,4526735.978,49551267.44,158090.3337,4969793.371,39329306.19,5122454.406,,777000000,4530000,49600000,158000,4970000,39300000,5120000,777000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
4.14831E+12,4.14831E+12,7.50795E+12,7.50795E+12,4.14831E+12,4.14831E+12,7.50795E+12,,4.15E+12,4.15E+12,7.51E+12,7.51E+12,4.15E+12,4.15E+12,7.51E+12,7.51E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
1125604752,8907664893,35805760.43,1125604759,8907664893,1025257013,35805760.43,,1130000000,8910000000,35800000,1130000000,8910000000,1030000000,35800000,8910000000,,0,1,0,0,1,0,0,2,,0,0.5,0,0,0.5,0,0
4341194806,2464784422,267657940.9,267657940.9,4341194806,2464784422,267657940.6,,4340000000,2460000000,268000000,268000000,4340000000,2460000000,268000000,4340000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
2251539.023,17817937.49,71622.00294,22448943.83,351823168.9,2050814.182,71622.00294,,2250000,17800000,71600,22400000,352000000,2050000,71600,352000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
170413175.6,993356.2916,10873632.39,34691.66912,1090581.715,8630504.126,1124081.967,,170000000,993000,10900000,34700,1090000,8630000,1120000,170000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1.93568E+12,1.93568E+12,1.93568E+12,1.8778E+13,1.93568E+12,1.93568E+12,1.93568E+12,,1.94E+12,1.94E+12,1.94E+12,1.88E+13,1.94E+12,1.94E+12,1.94E+12,1.88E+13,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
424245514.3,2472971.627,27070029.96,86365.29979,2715015.425,21485736.92,2798414.68,,424000000,2470000,27100000,86400,2720000,21500000,2800000,424000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
413908.7751,3244059.063,13207.54407,42.13787369,1984.823715,31236.01626,1365.354428,,414000,3240000,13200,42.1,1980,31200,1370,3240000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
9990467.75,58235.48492,637466.4013,2033.79815,63935.32312,505963.0675,65899.27452,,9990000,58200,637000,2030,63900,506000,65900,9990000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
4.79705E+11,52261378010,30419338040,4.79705E+11,52261378010,52261377939,30419338040,,4.8E+11,52300000000,30400000000,4.8E+11,52300000000,52300000000,30400000000,4.8E+11,,1,0,0,1,0,0,0,2,,0.5,0,0,0.5,0,0,0
5226438533,30465458.77,333485783.3,1063966.302,33447286.44,264690797.2,34474712.92,,5230000000,30500000,333000000,1060000,33400000,265000000,34500000,5230000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
